2024-11-21 13:10:23.404796 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2024-11-21 13-10-23.txt'. [1.24 ms]
2024-11-21 13:10:23.421338 ; Session        ; Debug       ; Deleting log file: C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-11-14 12-31-40.txt
2024-11-21 13:10:23.427293 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\\package.xml" --install' in 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release'.
2024-11-21 13:10:23.451229 ; AssemblyFinder ; Debug       ; Found 17/38 assembly files. [6.64 ms]
2024-11-21 13:10:23.469181 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-11-21 13:10:23.558498 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-11-21 13:10:23.647856 ; Searcher       ; Debug       ; Ordered 17 assemblies according to references. [165 ms]
2024-11-21 13:10:23.701684 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2024-11-21 13:10:23.707670 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [227 ms]
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2024-11-21 13:10:23.708667 ; PluginManager  ; Debug       ; Searched 17 Assemblies. [230 ms]
2024-11-21 13:10:23.717641 ; AssemblyData   ; Debug       ; Loaded OpenTap. [499 us]
2024-11-21 13:10:23.731605 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2024-11-21 13:10:23.731605 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9277.0
2024-11-21 13:10:23.731605 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
