2024-11-02 13:12:28.341639 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2024-11-02 13-12-28.txt'. [1.36 ms]
2024-11-02 13:12:28.358593 ; Session        ; Debug       ; Deleting log file: C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-10-24 12-07-36.txt
2024-11-02 13:12:28.364145 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\\package.xml" --install' in 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release'.
2024-11-02 13:12:28.388095 ; AssemblyFinder ; Debug       ; Found 8/29 assembly files. [6.61 ms]
2024-11-02 13:12:28.408043 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-11-02 13:12:28.483998 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-11-02 13:12:28.563785 ; Searcher       ; Debug       ; Ordered 8 assemblies according to references. [143 ms]
2024-11-02 13:12:28.606670 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2024-11-02 13:12:28.611677 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 181 plugin types. [193 ms]
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2024-11-02 13:12:28.612675 ; PluginManager  ; Debug       ; Searched 8 Assemblies. [196 ms]
2024-11-02 13:12:28.626615 ; AssemblyData   ; Debug       ; Loaded OpenTap. [270 us]
2024-11-02 13:12:28.637586 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2024-11-02 13:12:28.637586 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9277.0
2024-11-02 13:12:28.637586 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2024-11-02 13:12:28.639580 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [2.71 ms]
2024-11-02 13:12:28.647559 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [6.43 ms]
2024-11-02 13:12:28.667506 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [4.08 ms]
2024-11-02 13:12:28.676483 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-11-02 13-12-28.txt'. [8.85 ms]
2024-11-02 13:12:28.763251 ; AssemblyData   ; Debug       ; Loaded mscorlib. [400 ns]
2024-11-02 13:12:28.817106 ; CLI            ; Debug       ; Executing CLI action: package \ create
2024-11-02 13:12:28.828078 ; VariableExpander ; Debug       ; Initialized variable expander:
2024-11-02 13:12:28.838051 ; Package        ; Debug       ; Package preprocessing completed. [12.1 ms]
