2024-10-24 12:01:07.462171 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2024-10-24 12-01-07.txt'. [1.27 ms]
2024-10-24 12:01:07.481593 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\\package.xml" --install' in 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release'.
2024-10-24 12:01:07.505555 ; AssemblyFinder ; Debug       ; Found 8/29 assembly files. [6.03 ms]
2024-10-24 12:01:07.527497 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-10-24 12:01:07.606258 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-10-24 12:01:07.690064 ; Searcher       ; Debug       ; Ordered 8 assemblies according to references. [147 ms]
2024-10-24 12:01:07.739933 ; Searcher       ; Warning     ; Plugin with duplicate type name BT2202a.MyTestStep defined in 'BT2202a' and 'BT2202A'
2024-10-24 12:01:07.739933 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2024-10-24 12:01:07.746910 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 179 plugin types. [207 ms]
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2024-10-24 12:01:07.747881 ; PluginManager  ; Debug       ; Searched 8 Assemblies. [210 ms]
2024-10-24 12:01:07.753864 ; AssemblyData   ; Debug       ; Loaded OpenTap. [467 us]
2024-10-24 12:01:07.764834 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2024-10-24 12:01:07.764834 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9277.0
2024-10-24 12:01:07.765861 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2024-10-24 12:01:07.767855 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [2.59 ms]
2024-10-24 12:01:07.775805 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [6.34 ms]
2024-10-24 12:01:07.795773 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.54 ms]
2024-10-24 12:01:07.803738 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-10-24 12-01-07.txt'. [8.61 ms]
2024-10-24 12:01:07.865107 ; AssemblyData   ; Debug       ; Loaded mscorlib. [500 ns]
2024-10-24 12:01:07.903006 ; CLI            ; Debug       ; Executing CLI action: package \ create
2024-10-24 12:01:07.913983 ; VariableExpander ; Debug       ; Initialized variable expander:
2024-10-24 12:01:07.923927 ; Package        ; Debug       ; Package preprocessing completed. [12.2 ms]
2024-10-24 12:01:07.930910 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2024-10-24 12:01:07.943873 ; Installation   ; Debug       ; BT2202a                  - 0.1.0-alpha
2024-10-24 12:01:07.943873 ; Installation   ; Debug       ; OpenTAP                  - 9.26.1+3d268116
2024-10-24 12:01:07.943873 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
2024-10-24 12:01:07.949885 ; Searcher       ; Debug       ; Ordered 29 assemblies according to references. [4.75 ms]
2024-10-24 12:01:08.002716 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
