2024-11-04 12:03:08.711217 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2024-11-04 12-03-08.txt'. [1.16 ms]
2024-11-04 12:03:08.729173 ; Session        ; Debug       ; Deleting log file: C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-10-25 13-33-20.txt
2024-11-04 12:03:08.734303 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\\package.xml" --install' in 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release'.
2024-11-04 12:03:08.762228 ; AssemblyFinder ; Debug       ; Found 8/29 assembly files. [6.79 ms]
2024-11-04 12:03:08.783170 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-11-04 12:03:08.859307 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-11-04 12:03:08.943083 ; Searcher       ; Debug       ; Ordered 8 assemblies according to references. [149 ms]
2024-11-04 12:03:08.987963 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2024-11-04 12:03:08.993947 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 181 plugin types. [202 ms]
2024-11-04 12:03:08.994945 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2024-11-04 12:03:08.994945 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-04 12:03:08.994945 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2024-11-04 12:03:08.994945 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-04 12:03:08.994945 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
