2024-11-02 12:56:03.974861 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2024-11-02 12-56-03.txt'. [1.22 ms]
2024-11-02 12:56:03.992786 ; Session        ; Debug       ; Deleting log file: C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-10-24 11-44-53.txt
2024-11-02 12:56:03.999257 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\\package.xml" --install' in 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release'.
2024-11-02 12:56:04.027171 ; AssemblyFinder ; Debug       ; Found 8/29 assembly files. [9.00 ms]
2024-11-02 12:56:04.048113 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-11-02 12:56:04.124986 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-11-02 12:56:04.212750 ; Searcher       ; Debug       ; Ordered 8 assemblies according to references. [153 ms]
2024-11-02 12:56:04.257628 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2024-11-02 12:56:04.263583 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 181 plugin types. [207 ms]
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2024-11-02 12:56:04.264628 ; PluginManager  ; Debug       ; Searched 8 Assemblies. [209 ms]
2024-11-02 12:56:04.272561 ; AssemblyData   ; Debug       ; Loaded OpenTap. [372 us]
2024-11-02 12:56:04.284536 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2024-11-02 12:56:04.285525 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9277.0
2024-11-02 12:56:04.285525 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2024-11-02 12:56:04.289514 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [3.75 ms]
2024-11-02 12:56:04.294501 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [6.18 ms]
2024-11-02 12:56:04.322428 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.71 ms]
2024-11-02 12:56:04.328418 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Admin\Documents\GitHub\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\SessionLog 2024-11-02 12-56-03.txt'. [10.4 ms]
