2024-05-23 18:48:42.777622 ; Session        ; Debug       ; Session log loaded as 'C:\Users\yuxia\source\repos\BT2202A\bin\Debug\SessionLogs\editor 2024-05-23 18-48-42.txt'. [4.66 ms]
2024-05-23 18:48:42.798284 ; Session        ; Debug       ; Running '"C:\Users\yuxia\source\repos\BT2202A\bin\Debug\editor.exe" ' in 'C:\Users\yuxia\source\repos\BT2202A\bin\Debug'.
2024-05-23 18:48:42.849361 ; Session        ; Debug       ; Microsoft Windows 10.0.22631 X64
2024-05-23 18:48:42.849361 ; Session        ; Debug       ; .NET Framework 4.8.9241.0
2024-05-23 18:48:42.870454 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2024-05-23 18:48:42.870454 ; AssemblyFinder ; Debug       ; Found 25/80 assembly files. [15.8 ms]
2024-05-23 18:48:42.898831 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-05-23 18:48:42.902754 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2024-05-23 18:48:42.921161 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-05-23 18:48:43.084440 ; Searcher       ; Debug       ; Ordered 23 assemblies according to references. [206 ms]
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 266 plugin types. [273 ms]
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of BT2202A.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2024-05-23 18:48:43.145107 ; PluginManager  ; Debug       ; Searched 25 Assemblies. [274 ms]
2024-05-23 18:48:43.155311 ; PluginManager  ; Debug       ; Loaded OpenTap. [332 us]
2024-05-23 18:48:43.166025 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [8.96 ms]
2024-05-23 18:48:43.185573 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [22.0 ms]
2024-05-23 18:48:43.185573 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [493 us]
2024-05-23 18:48:43.276082 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [76.2 ms]
2024-05-23 18:48:43.346200 ; PluginManager  ; Debug       ; Loaded mscorlib. [600 ns]
2024-05-23 18:48:43.458768 ; Settings       ; Debug       ; EditorSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Editor.xml [403 ms]
2024-05-23 18:48:43.459479 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2024-05-23 18:48:43.469249 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2024-05-23 18:48:43.572916 ; GUI            ; Debug       ; Loaded Light Theme. [10.0 ms]
2024-05-23 18:48:43.649008 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2024-05-23 18:48:43.815108 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\GUI Controls.xml [78.7 ms]
2024-05-23 18:48:43.815108 ; Main           ; Debug       ; Window initial dimensions: 1024px, 768px.
2024-05-23 18:48:43.846144 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2024-05-23 18:48:43.846144 ; Settings       ; Debug       ; EngineSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Engine.xml [27.2 ms]
2024-05-23 18:48:43.846144 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [649 us]
2024-05-23 18:48:43.909229 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2024-05-23 18-48-43.txt'. [26.7 ms]
2024-05-23 18:48:44.113744 ; Main           ; Debug       ; GUI initialized. [295 ms]
2024-05-23 18:48:44.113744 ; Main           ; Debug       ; Docking manager initialized. [48.4 us]
2024-05-23 18:48:44.115233 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 05/23/2024 [1.66 s]
2024-05-23 18:48:44.151452 ; PluginManager  ; Debug       ; Loaded PackageManager. [223 us]
2024-05-23 18:48:44.151452 ; PluginManager  ; Debug       ; Loaded Editor. [13.1 us]
2024-05-23 18:48:44.155684 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [8.17 ms]
2024-05-23 18:48:44.165759 ; PluginManager  ; Debug       ; Loaded RunExplorer. [5.18 ms]
