2024-05-23 18:41:44.768610 ; Session        ; Debug       ; Session log loaded as 'C:\Users\yuxia\source\repos\BT2202A\bin\Debug\SessionLogs\editor 2024-05-23 18-41-44.txt'. [3.84 ms]
2024-05-23 18:41:44.809467 ; Session        ; Debug       ; Running '"C:\Users\yuxia\source\repos\BT2202A\bin\Debug\editor.exe" ' in 'C:\Users\yuxia\source\repos\BT2202A\bin\Debug'.
2024-05-23 18:41:44.890354 ; Session        ; Debug       ; Microsoft Windows 10.0.22631 X64
2024-05-23 18:41:44.890354 ; Session        ; Debug       ; .NET Framework 4.8.9241.0
2024-05-23 18:41:44.914854 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2024-05-23 18:41:44.920545 ; AssemblyFinder ; Debug       ; Found 25/80 assembly files. [16.3 ms]
2024-05-23 18:41:44.930581 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-05-23 18:41:44.930581 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2024-05-23 18:41:44.950860 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-05-23 18:41:45.099590 ; Searcher       ; Debug       ; Ordered 23 assemblies according to references. [174 ms]
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 266 plugin types. [248 ms]
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of BT2202A.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2024-05-23 18:41:45.174593 ; PluginManager  ; Debug       ; Searched 25 Assemblies. [249 ms]
2024-05-23 18:41:45.300753 ; PluginManager  ; Debug       ; Loaded OpenTap. [95.7 ms]
2024-05-23 18:41:45.305996 ; PluginManager  ; Debug       ; Loaded OpenTap. [106 ms]
2024-05-23 18:41:45.332798 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [130 ms]
2024-05-23 18:41:45.339952 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [119 us]
2024-05-23 18:41:45.344208 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [43.1 ms]
2024-05-23 18:41:45.377125 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [29.8 ms]
2024-05-23 18:41:45.437836 ; PluginManager  ; Debug       ; Loaded mscorlib. [700 ns]
2024-05-23 18:41:45.560759 ; Settings       ; Debug       ; EditorSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Editor.xml [484 ms]
2024-05-23 18:41:45.560759 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2024-05-23 18:41:45.570290 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2024-05-23 18:41:45.672378 ; GUI            ; Debug       ; Loaded Light Theme. [9.76 ms]
2024-05-23 18:41:45.748500 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2024-05-23 18:41:45.906743 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\GUI Controls.xml [85.1 ms]
2024-05-23 18:41:45.906743 ; Main           ; Debug       ; Window initial dimensions: 1024px, 768px.
2024-05-23 18:41:45.937070 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2024-05-23 18:41:45.937070 ; Settings       ; Debug       ; EngineSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Engine.xml [26.2 ms]
2024-05-23 18:41:45.937070 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [904 us]
2024-05-23 18:41:45.985163 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2024-05-23 18-41-45.txt'. [23.8 ms]
2024-05-23 18:41:46.221310 ; Main           ; Debug       ; GUI initialized. [308 ms]
2024-05-23 18:41:46.221310 ; Main           ; Debug       ; Docking manager initialized. [47.6 us]
2024-05-23 18:41:46.224415 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 05/23/2024 [1.79 s]
2024-05-23 18:41:46.281793 ; PluginManager  ; Debug       ; Loaded PackageManager. [218 us]
2024-05-23 18:41:46.281793 ; PluginManager  ; Debug       ; Loaded Editor. [12.9 us]
2024-05-23 18:41:46.291978 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [10.2 ms]
2024-05-23 18:41:46.300488 ; PluginManager  ; Debug       ; Loaded RunExplorer. [5.97 ms]
2024-05-23 18:41:46.302029 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Bench\Default\Connections.xml [1.07 ms]
2024-05-23 18:41:46.302029 ; Settings       ; Debug       ; DutSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Debug\Settings\Bench\Default\DUTs.xml [486 us]
2024-05-23 18:41:46.314356 ; PluginManager  ; Debug       ; Loaded BT2202A. [11.0 ms]
