2024-06-07 15:15:30.775470 ; Session        ; Debug       ; Session log loaded as 'C:\Users\yuxia\source\repos\BT2202A\bin\Release\SessionLogs\editor 2024-06-07 15-15-30.txt'. [4.03 ms]
2024-06-07 15:15:30.795139 ; Session        ; Debug       ; Running '"C:\Users\yuxia\source\repos\BT2202A\bin\Release\editor.exe" ' in 'C:\Users\yuxia\source\repos\BT2202A\bin\Release'.
2024-06-07 15:15:30.828039 ; Session        ; Debug       ; Microsoft Windows 10.0.22631 X64
2024-06-07 15:15:30.828039 ; Session        ; Debug       ; .NET Framework 4.8.9241.0
2024-06-07 15:15:30.863692 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2024-06-07 15:15:30.863692 ; AssemblyFinder ; Debug       ; Found 26/81 assembly files. [17.1 ms]
2024-06-07 15:15:30.881693 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2024-06-07 15:15:30.884697 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2024-06-07 15:15:30.892786 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2024-06-07 15:15:30.999454 ; Searcher       ; Debug       ; Ordered 23 assemblies according to references. [132 ms]
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [200 ms]
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of BT2202A.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2024-06-07 15:15:31.066366 ; PluginManager  ; Debug       ; Searched 26 Assemblies. [200 ms]
2024-06-07 15:15:31.071368 ; PluginManager  ; Debug       ; Loaded OpenTap. [266 us]
2024-06-07 15:15:31.076267 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [3.68 ms]
2024-06-07 15:15:31.076267 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.97 ms]
2024-06-07 15:15:31.077269 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [91.0 us]
2024-06-07 15:15:31.089266 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [3.26 ms]
2024-06-07 15:15:31.145440 ; PluginManager  ; Debug       ; Loaded mscorlib. [900 ns]
2024-06-07 15:15:31.248629 ; Settings       ; Debug       ; EditorSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Editor.xml [264 ms]
2024-06-07 15:15:31.249651 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2024-06-07 15:15:31.252628 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2024-06-07 15:15:31.362334 ; GUI            ; Debug       ; Loaded Light Theme. [21.2 ms]
2024-06-07 15:15:31.480491 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2024-06-07 15:15:31.721813 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\GUI Controls.xml [139 ms]
2024-06-07 15:15:31.721813 ; Main           ; Debug       ; Window initial dimensions: 1549px, 829px.
2024-06-07 15:15:31.752329 ; Settings       ; Debug       ; EngineSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Engine.xml [27.7 ms]
2024-06-07 15:15:31.762321 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [2.92 ms]
2024-06-07 15:15:31.774325 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2024-06-07 15:15:31.817083 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2024-06-07 15-15-31.txt'. [38.5 ms]
2024-06-07 15:15:32.164839 ; Main           ; Debug       ; GUI initialized. [440 ms]
2024-06-07 15:15:32.164839 ; Main           ; Debug       ; Docking manager initialized. [40.8 us]
2024-06-07 15:15:32.180798 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 06/07/2024 [1.61 s]
2024-06-07 15:15:32.210815 ; PluginManager  ; Debug       ; Loaded PackageManager. [200 us]
2024-06-07 15:15:32.210815 ; PluginManager  ; Debug       ; Loaded Editor. [15.6 us]
2024-06-07 15:15:32.213126 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [2.35 ms]
2024-06-07 15:15:32.216136 ; PluginManager  ; Debug       ; Loaded RunExplorer. [2.10 ms]
2024-06-07 15:15:32.217137 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Bench\Default\Connections.xml [954 us]
2024-06-07 15:15:32.218137 ; Settings       ; Debug       ; DutSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Bench\Default\DUTs.xml [414 us]
2024-06-07 15:15:32.222356 ; PluginManager  ; Debug       ; Loaded BT2202A. [1.81 ms]
2024-06-07 15:15:32.249097 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Bench\Default\Instruments.xml [31.6 ms]
2024-06-07 15:15:32.250158 ; Settings       ; Debug       ; ResultSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\Results.xml [453 us]
2024-06-07 15:15:32.337892 ; Main           ; Warning     ; Recovery test plan detected.
2024-06-07 15:15:33.162032 ; Settings       ; Debug       ; PanelSettings loaded from C:\Users\yuxia\source\repos\BT2202A\bin\Release\Settings\GUI Panels.xml [1.37 ms]
2024-06-07 15:15:33.208153 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\Keysight.Kal.Licensing.Api.4.0.0\Keysight.Kal.Licensing.Api.dll
2024-06-07 15:15:33.234996 ; KAL            ; Debug       ; KAL signature verified. [22.0 ms]
2024-06-07 15:15:33.245970 ; KAL Process    ; Debug       ; Initialized [33.9 ms]
2024-06-07 15:15:33.254778 ; KAL            ; Debug       ; Initialized [43.1 ms]
2024-06-07 15:15:33.280917 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Licensing.Api, Version=5.3.2.19, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\yuxia\source\repos\BT2202A\bin\Release\Dependencies\Keysight.Ccl.Licensing.Api.5.3.2.19\Keysight.Ccl.Licensing.Api.dll
2024-06-07 15:15:33.282923 ; Main           ; Debug       ; Application startup finished. [2.72 s]
2024-06-07 15:15:33.393062 ; CCL            ; Debug       ; Initialized [186 ms]
2024-06-07 15:15:33.718239 ; Main           ; Debug       ; Update check complete. [1.52 s]
2024-06-07 15:15:35.132927 ; TestPlan       ; Information ; -----------------------------------------------------------------
2024-06-07 15:15:35.154910 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/07/2024 15:15:35, 2 of 2 TestSteps enabled.
2024-06-07 15:15:35.195238 ; TestPlan       ; Debug       ; Saved Test Plan XML [1.15 ms]
2024-06-07 15:15:35.199239 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [89.7 us]
2024-06-07 15:15:35.240601 ; BT2202A        ; Debug       ; Connecting to 'USB0::0x008D::0x3602::MY59002216::0::INSTR'
2024-06-07 15:15:35.344821 ; BT2202A        ; Debug       ; SCPI >> *IDN? [6.95 ms]
2024-06-07 15:15:35.344821 ; BT2202A        ; Debug       ; SCPI << Keysight Technologies,BT2202A,MY59002216,06.17(2880)-02.35(1829)-00.24-08-02-02-1652039-23
2024-06-07 15:15:35.344821 ; BT2202A        ; Information ; Now connected to: Keysight Technologies,BT2202A,MY59002216,06.17(2880)-02.35(1829)-00.24-08-02-02-1652039-23
2024-06-07 15:15:35.345821 ; BT2202A        ; Debug       ; SCPI >> *CLS [180 us]
2024-06-07 15:15:36.859317 ; BT2202A        ; Debug       ; SCPI >> *IDN? [4.65 ms]
2024-06-07 15:15:36.860316 ; BT2202A        ; Debug       ; SCPI << Keysight Technologies,BT2202A,MY59002216,06.17(2880)-02.35(1829)-00.24-08-02-02-1652039-23
2024-06-07 15:15:36.860316 ; BT2202A        ; Information ; Keysight Technologies,BT2202A,MY59002216,06.17(2880)-02.35(1829)-00.24-08-02-02-1652039-23
2024-06-07 15:15:36.860316 ; DAQ970A        ; Debug       ; Connecting to 'TCPIP0::10.10.10.10::inst0::INSTR'
2024-06-07 15:15:37.082018 ; DAQ970A        ; Debug       ; SCPI >> *IDN? [157 ms]
2024-06-07 15:15:37.082018 ; DAQ970A        ; Debug       ; SCPI << Keysight Technologies,DAQ970A,MY58000190,A.02.03-01.00-02.01-00.02-02.00-03-02
2024-06-07 15:15:37.082018 ; DAQ970A        ; Information ; Now connected to: Keysight Technologies,DAQ970A,MY58000190,A.02.03-01.00-02.01-00.02-02.00-03-02
2024-06-07 15:15:37.083458 ; DAQ970A        ; Debug       ; SCPI >> *CLS [1.04 ms]
2024-06-07 15:15:37.128301 ; DAQ970A        ; Debug       ; SCPI >> *IDN? [43.9 ms]
